PID,SalePrice,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Pool,PorchArea,TotalBath
527146010,239500,120,57.0,8013,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,8,5,1995,1996,Gable,CompShg,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,741.0,Unf,0.0,846.0,GasA,Ex,Y,SBrkr,1734,0,0,2,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,528.0,TA,TA,Y,52,None,None,None,0,9,2009,WD ,Normal,No,50,3.0
527146030,236500,120,39.0,5389,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,8,5,1995,1996,Gable,CompShg,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180.0,Unf,0.0,415.0,GasA,Ex,Y,SBrkr,1616,0,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2.0,608.0,TA,TA,Y,237,None,None,None,0,3,2010,WD ,Normal,No,152,3.0
527146135,270000,160,68.0,13108,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,8,5,1994,1994,Gable,CompShg,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,2062.0,GasA,Ex,Y,SBrkr,2079,608,0,4,1,Gd,9,Typ,0,None,Attchd,Fin,2.0,618.0,TA,TA,Y,168,None,None,None,0,12,2006,WD ,Normal,No,12,2.5
527158020,183500,20,63.0,8076,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,6,1993,1994,Gable,CompShg,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,GLQ,705.0,Unf,0.0,455.0,GasA,Gd,Y,SBrkr,1169,0,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2.0,402.0,TA,TA,Y,0,None,MnPrv,None,0,7,2006,WD ,Normal,No,170,2.5
527158090,160000,80,63.0,10147,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,6,5,1994,1994,Gable,CompShg,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,LwQ,186.0,Unf,0.0,206.0,GasA,Gd,Y,SBrkr,924,770,0,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,398.0,TA,TA,Y,256,None,MnPrv,None,0,3,2007,WD ,Normal,No,64,2.5
527161010,181000,60,100.0,10839,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,6,5,1997,1998,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,926.0,GasA,Ex,Y,SBrkr,926,678,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,470.0,TA,TA,Y,0,None,None,None,0,7,2008,WD ,Normal,No,36,2.5
527161040,177500,80,57.0,8923,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,7,5,1998,1998,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,189.0,Unf,0.0,195.0,GasA,Gd,Y,SBrkr,751,631,0,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,396.0,TA,TA,Y,256,None,None,None,0,2,2009,WD ,Normal,No,0,2.5
527161090,180000,60,63.0,8637,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,5,1999,2000,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,871.0,Unf,0.0,52.0,GasA,Gd,Y,SBrkr,947,767,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,451.0,TA,TA,Y,256,None,None,None,0,4,2007,WD ,Abnorml,No,48,3.5
527162080,178750,60,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,7,5,1996,1996,Gable,CompShg,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,414.0,Unf,0.0,277.0,GasA,Gd,Y,SBrkr,691,862,0,3,1,Gd,6,Typ,0,None,Attchd,Fin,2.0,420.0,TA,TA,Y,0,None,None,None,0,8,2007,WD ,Normal,No,44,2.5
527162090,176000,20,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,7,5,1995,1996,Gable,CompShg,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1237.0,GasA,Gd,Y,SBrkr,1253,0,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2.0,402.0,TA,TA,Y,220,None,None,None,0,6,2007,WD ,Normal,No,21,2.0
527162110,185000,60,74.0,10141,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,7,5,1998,1998,Gable,CompShg,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,GasA,Gd,Y,SBrkr,885,833,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,427.0,TA,TA,Y,0,None,None,None,0,12,2009,WD ,Normal,No,385,2.5
527162120,191000,60,60.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,5,1998,1999,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,476.0,Unf,0.0,476.0,GasA,Gd,Y,SBrkr,952,684,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,440.0,TA,TA,Y,0,None,None,None,0,10,2009,WD ,Normal,No,84,3.5
527162130,189000,60,60.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,7,5,1999,1999,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,994.0,GasA,Gd,Y,SBrkr,1028,776,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,442.0,TA,TA,Y,140,None,None,None,0,6,2010,WD ,Normal,No,60,2.5
527162140,204000,60,60.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,5,1999,2003,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,938.0,GasA,Ex,Y,SBrkr,957,1342,0,5,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,482.0,TA,TA,Y,188,None,None,None,0,8,2007,WD ,Normal,No,30,3.5
527162180,183000,60,73.0,11184,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,6,5,1998,1998,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,932.0,GasA,Gd,Y,SBrkr,932,701,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,460.0,TA,TA,Y,0,None,None,None,0,4,2008,WD ,Family,No,39,2.5
527163010,175900,60,75.0,10000,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,6,5,1993,1994,Gable,CompShg,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,763.0,GasA,Gd,Y,SBrkr,763,892,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,440.0,TA,TA,Y,157,None,None,None,0,4,2010,WD ,Normal,No,84,2.5
527163020,165600,60,63.0,7685,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,5,1993,1994,Gable,CompShg,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,ALQ,518.0,Unf,0.0,179.0,GasA,Gd,Y,SBrkr,697,804,0,3,1,Gd,6,Typ,1,TA,Attchd,Fin,2.0,420.0,TA,TA,Y,190,None,None,None,0,5,2006,WD ,Normal,No,63,2.5
527163040,178000,60,59.0,7837,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,7,1993,1994,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,799.0,GasA,Gd,Y,SBrkr,799,772,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,380.0,TA,TA,Y,0,None,None,None,0,5,2009,WD ,Normal,No,40,2.5
527163070,185000,60,63.0,9765,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,6,8,1993,1993,Gable,CompShg,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310.0,Unf,0.0,370.0,GasA,Gd,Y,SBrkr,680,790,0,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2.0,420.0,TA,TA,Y,232,None,None,Shed,480,4,2009,WD ,Normal,No,63,2.5
527163080,160000,20,63.0,9556,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,7,5,1992,1993,Gable,CompShg,HdBoard,BrkFace,52.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1168.0,GasA,Gd,Y,SBrkr,1187,0,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,420.0,TA,TA,Y,0,None,None,None,0,8,2007,WD ,Normal,No,21,2.0
527163100,188000,60,63.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,5,1995,1996,Gable,CompShg,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219.0,Unf,0.0,554.0,GasA,Gd,Y,SBrkr,773,885,0,3,1,TA,8,Typ,1,TA,Attchd,Fin,2.0,431.0,TA,TA,Y,224,None,None,None,0,6,2008,WD ,Normal,No,84,3.5
527163130,181316,60,63.0,8803,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,5,1994,1995,Gable,CompShg,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,600.0,Unf,0.0,107.0,GasA,Gd,Y,SBrkr,707,809,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,409.0,TA,TA,Y,0,None,None,None,0,7,2009,WD ,Normal,No,46,3.5
527164020,166000,20,58.0,7250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,5,1993,1993,Gable,CompShg,HdBoard,BrkFace,45.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1181.0,GasA,Ex,Y,SBrkr,1190,0,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2.0,430.0,TA,TA,Y,0,None,None,None,0,11,2009,WD ,Normal,No,21,2.0
527164060,178000,60,63.0,9636,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,6,5,1992,1993,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,808.0,GasA,Gd,Y,SBrkr,808,785,0,3,1,TA,7,Typ,1,TA,BuiltIn,RFn,2.0,389.0,TA,TA,Y,342,None,MnPrv,None,0,12,2009,WD ,Normal,No,40,2.5
527164090,174000,60,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,5,1994,1995,Gable,CompShg,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,702.0,GasA,Gd,Y,SBrkr,702,779,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2.0,343.0,TA,TA,Y,0,None,None,None,0,3,2009,WD ,Normal,No,36,2.5
527164120,194500,60,63.0,10832,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,7,5,1994,1996,Gable,CompShg,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,712.0,GasA,Ex,Y,SBrkr,1086,809,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,409.0,TA,TA,Y,143,None,None,Shed,500,10,2008,WD ,Normal,No,46,2.5
527165010,185000,60,63.0,14067,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,Gilbert,Norm,6,5,1991,1991,Gable,CompShg,HdBoard,BrkFace,194.0,TA,TA,PConc,Gd,TA,No,ALQ,504.0,Unf,0.0,332.0,GasA,Gd,Y,SBrkr,851,858,0,3,1,Gd,7,Typ,0,None,Attchd,Fin,2.0,416.0,TA,TA,Y,0,None,GdPrv,None,0,9,2008,WD ,Normal,No,40,3.5
527165020,160000,80,63.0,10784,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,7,5,1991,1992,Gable,CompShg,HdBoard,BrkFace,76.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,GasA,Gd,Y,SBrkr,802,670,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,402.0,TA,TA,Y,164,None,None,None,0,5,2007,WD ,Normal,No,0,2.5
527165100,163900,80,63.0,9125,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,7,5,1992,1992,Gable,CompShg,HdBoard,BrkFace,170.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,GasA,Gd,Y,SBrkr,812,670,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,392.0,TA,TA,Y,100,None,None,None,0,7,2007,WD ,Normal,No,25,2.5
527165130,173000,20,63.0,9248,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,6,1992,1992,Gable,CompShg,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,560.0,Unf,0.0,598.0,GasA,Gd,Y,SBrkr,1167,0,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,400.0,TA,TA,Y,120,None,None,None,0,7,2009,WD ,Normal,No,26,3.0
527165170,168000,60,63.0,7655,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,6,5,1993,1994,Gable,CompShg,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,903.0,GasA,Gd,Y,SBrkr,910,732,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,392.0,TA,TA,Y,290,None,None,None,0,7,2007,WD ,Normal,No,84,2.5
527165230,185000,20,63.0,7980,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,7,1992,2007,Gable,CompShg,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,935.0,Unf,0.0,233.0,GasA,Ex,Y,SBrkr,1187,0,0,3,1,TA,6,Typ,0,None,Attchd,Fin,2.0,420.0,TA,TA,Y,483,None,GdPrv,Shed,500,3,2010,WD ,Normal,No,21,3.0
527166010,225000,60,63.0,10762,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,7,5,1999,1999,Gable,CompShg,VinylSd,None,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,Unf,0.0,284.0,GasA,Ex,Y,SBrkr,1005,978,0,3,1,Gd,9,Typ,1,TA,Attchd,Fin,2.0,490.0,TA,TA,Y,0,None,None,None,0,5,2009,WD ,Normal,No,0,2.5
527166030,176500,60,63.0,9084,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,7,5,1998,1998,Hip,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,935.0,GasA,Gd,Y,SBrkr,955,677,0,3,1,TA,8,Typ,1,TA,Attchd,Fin,2.0,462.0,TA,TA,Y,0,None,None,None,0,6,2006,WD ,Normal,No,28,2.5
527166040,180400,60,63.0,8402,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,5,1998,1998,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,789.0,GasA,Gd,Y,SBrkr,789,676,0,3,1,TA,7,Typ,1,Gd,Attchd,Fin,2.0,393.0,TA,TA,Y,0,None,None,None,0,5,2010,WD ,Normal,No,75,2.5
527175130,154204,20,160.0,18160,Grvl,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,6,6,1964,1964,Gable,CompShg,HdBoard,BrkCmn,138.0,TA,TA,CBlock,TA,TA,Av,BLQ,550.0,Unf,0.0,752.0,GasA,Fa,Y,SBrkr,1128,0,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2.0,480.0,TA,TA,P,0,None,MnPrv,None,0,3,2007,WD ,Alloca,No,354,2.0
527180040,171500,20,85.0,10176,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,7,5,1990,1990,Gable,CompShg,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,637.0,Unf,0.0,663.0,GasA,Gd,Y,SBrkr,1341,0,0,2,1,Gd,5,Typ,1,Po,Attchd,Unf,2.0,506.0,TA,TA,Y,192,None,None,None,0,2,2010,WD ,Normal,No,0,2.5
527180100,180500,20,99.0,11851,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,7,5,1990,1990,Gable,CompShg,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1424.0,GasA,Ex,Y,SBrkr,1442,0,0,3,1,TA,5,Typ,0,None,Attchd,RFn,2.0,500.0,TA,TA,Y,0,None,None,None,0,5,2009,WD ,Normal,No,542,2.0
527182020,130000,120,30.0,3701,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,8,5,1987,1987,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1191.0,GasA,TA,Y,SBrkr,1204,0,0,2,1,TA,5,Typ,0,None,Attchd,RFn,2.0,461.0,TA,TA,Y,120,None,None,None,0,8,2006,WD ,Normal,No,70,2.0
527182040,170000,120,60.0,3696,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,8,5,1986,1986,Gable,CompShg,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1074.0,GasA,Ex,Y,SBrkr,1088,0,0,2,1,Gd,5,Typ,0,None,Attchd,RFn,2.0,461.0,TA,TA,Y,0,None,None,None,0,10,2007,WD ,Normal,No,211,1.5
527182170,207500,160,60.0,5062,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,7,5,1984,1984,Gable,CompShg,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,828.0,LwQ,182.0,180.0,GasA,Gd,Y,SBrkr,1190,900,0,3,1,Gd,6,Min1,1,TA,Attchd,Fin,2.0,577.0,TA,TA,Y,219,None,None,None,0,9,2007,WD ,Normal,No,0,3.0
527182190,212000,120,60.0,6820,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,8,5,1985,1985,Gable,CompShg,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368.0,BLQ,1120.0,0.0,GasA,TA,Y,SBrkr,1502,0,0,1,1,Gd,4,Typ,0,None,Attchd,RFn,2.0,528.0,TA,TA,Y,0,None,None,None,0,6,2010,WD ,Normal,No,194,2.5
527183030,189000,120,40.0,4671,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,8,5,1988,1989,Gable,CompShg,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767.0,Unf,0.0,461.0,GasA,Gd,Y,SBrkr,1228,0,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,472.0,TA,TA,Y,168,None,None,None,0,10,2008,WD ,Normal,No,120,3.0
527183060,188500,120,65.0,5950,Pave,None,IR1,HLS,AllPub,Inside,Mod,StoneBr,Norm,8,5,1989,1989,Gable,CompShg,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,319.0,Unf,0.0,1018.0,GasA,Gd,Y,SBrkr,1337,0,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2.0,462.0,TA,TA,Y,0,None,None,None,0,4,2008,WD ,Normal,No,227,3.0
527184020,182000,120,38.0,4740,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,8,5,1988,1988,Gable,CompShg,CemntBd,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,248.0,Unf,0.0,918.0,GasA,Gd,Y,SBrkr,1179,0,0,2,1,TA,5,Typ,0,None,Attchd,RFn,2.0,480.0,TA,TA,Y,0,None,None,None,0,10,2007,WD ,Normal,No,243,3.0
527184110,212000,120,35.0,5118,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,8,5,1990,1990,Gable,CompShg,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,926.0,Unf,0.0,386.0,GasA,Gd,Y,SBrkr,1321,0,0,1,1,Gd,4,Typ,1,TA,Attchd,RFn,2.0,484.0,TA,TA,Y,0,None,None,None,0,8,2007,WD ,Normal,No,204,2.0
527190050,239000,160,44.0,5306,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,7,7,1987,1987,Gable,CompShg,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495.0,Rec,215.0,354.0,GasA,Gd,Y,SBrkr,1064,703,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2.0,504.0,Gd,TA,Y,441,None,None,None,0,6,2006,WD ,Normal,No,35,3.0
527190220,275000,120,60.0,6563,Pave,None,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,8,5,1985,1985,Gable,CompShg,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148.0,Unf,0.0,594.0,GasA,TA,Y,SBrkr,1742,0,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2.0,564.0,TA,TA,Y,114,None,None,None,0,12,2006,WD ,Normal,No,262,3.0
527208010,355000,60,101.0,13543,Pave,None,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,8,5,2005,2005,Gable,CompShg,VinylSd,Stone,130.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,16.0,Unf,0.0,1152.0,GasA,Ex,Y,SBrkr,1168,1332,0,5,1,Ex,9,Typ,1,Gd,BuiltIn,Fin,3.0,683.0,TA,TA,Y,192,None,None,None,0,7,2008,WD ,Normal,No,32,3.5
527210050,356383,60,63.0,12292,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,9,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,184.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,205.0,Unf,0.0,889.0,GasA,Ex,Y,SBrkr,1102,1371,0,4,1,Gd,11,Typ,1,Gd,BuiltIn,Fin,3.0,675.0,TA,TA,Y,246,None,None,None,0,7,2006,New,Partial,No,39,2.5
527210060,377426,20,86.0,14157,Pave,None,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,9,5,2005,2006,Hip,CompShg,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249.0,Unf,0.0,673.0,GasA,Ex,Y,SBrkr,1922,0,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3.0,676.0,TA,TA,Y,178,None,None,None,0,7,2007,WD ,Normal,No,51,3.0
527212040,361919,60,82.0,12438,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,8,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1234.0,GasA,Ex,Y,SBrkr,1264,1312,0,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3.0,666.0,TA,TA,Y,324,None,None,None,0,7,2006,New,Partial,No,100,2.5
527212050,325000,60,77.0,11198,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,9,5,2005,2007,Hip,CompShg,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1122.0,GasA,Ex,Y,SBrkr,1134,1370,0,4,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,3.0,656.0,TA,TA,Y,144,None,None,None,0,6,2008,WD ,Normal,No,39,2.5
527212060,349265,60,98.0,12328,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,8,5,2005,2005,Hip,CompShg,VinylSd,Stone,146.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,986.0,Unf,0.0,163.0,GasA,Ex,Y,SBrkr,1164,1377,0,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3.0,729.0,TA,TA,Y,120,None,None,None,0,7,2007,WD ,Normal,No,32,4.5
527214030,387000,20,53.0,15401,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,9,5,2004,2004,Hip,CompShg,VinylSd,BrkFace,296.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1337.0,Unf,0.0,547.0,GasA,Ex,Y,SBrkr,1884,0,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,670.0,TA,TA,Y,214,None,None,None,0,9,2008,WD ,Normal,No,76,3.0
527214060,535000,60,82.0,16052,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,10,5,2006,2006,Hip,CompShg,VinylSd,Stone,734.0,Ex,TA,PConc,Ex,TA,No,GLQ,1206.0,Unf,0.0,644.0,GasA,Ex,Y,SBrkr,1850,848,0,4,1,Ex,11,Typ,1,Gd,Attchd,RFn,3.0,736.0,TA,TA,Y,250,None,None,None,0,7,2006,New,Partial,No,0,3.5
527216070,538000,60,47.0,53504,Pave,None,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,8,5,2003,2003,Hip,CompShg,CemntBd,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416.0,Unf,0.0,234.0,GasA,Ex,Y,SBrkr,1690,1589,0,4,1,Ex,12,Mod,1,Gd,BuiltIn,Fin,3.0,841.0,TA,TA,Y,503,None,None,None,0,6,2010,WD ,Normal,No,246,4.5
527216080,591587,20,52.0,51974,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,PosN,9,5,2006,2007,Hip,CompShg,VinylSd,BrkFace,710.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1101.0,Unf,0.0,1559.0,GasA,Ex,Y,SBrkr,2338,0,0,4,1,Gd,8,Typ,2,Gd,Attchd,Fin,3.0,1110.0,Gd,TA,Y,0,None,None,None,0,6,2007,New,Partial,No,457,3.5
527225035,164000,50,152.0,12134,Pave,None,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,8,7,1988,2005,Gable,CompShg,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,427.0,Unf,0.0,132.0,GasA,Gd,Y,SBrkr,1080,672,0,4,1,TA,8,Typ,0,None,Basment,RFn,2.0,492.0,TA,TA,Y,325,None,None,None,0,6,2010,WD ,Normal,No,12,2.0
